LeftGene	LeftChrom	Hg19_LeftBreakpointCoord	RightGene	RightChrom	Hg19_RightBreakpointCoord	FusionName	SourceDataset	FastaDescription	Hg38_LeftBreakpoint	Hg38_RightBreakpoint	sample	fusion_id	num_reads
TEF	chr22	41783672	BTNL3	chr5	180419813	TEF--BTNL3	sim_adipose.fusion_transcripts	TEF|ENSG00000167074.10--BTNL3|ENSG00000168903.8 TEF|ENST00000413942.1--BTNL3|ENST00000342868.6 chr22:41778939-41778992,41783355-41783672[+] chr5:180419813-180420160,180424213-180424488,180429672-180429785,180430856-180430876,180431417-180431443,180431736-180431762,180432334-180433727[+] FusedAt:372	chr22:41387668	chr5:180992813	Pac_85	TEF|ENSG00000167074.10--BTNL3|ENSG00000168903.8	2
PLA2G7	chr6	46682197	ZNF592	chr15	85341100	PLA2G7--ZNF592	sim_colon.fusion_transcripts	PLA2G7|ENSG00000146070.12--ZNF592|ENSG00000166716.5 PLA2G7|ENST00000541026.1--ZNF592|ENST00000299927.3 chr6:46703137-46702917,46682290-46682197[-] chr15:85341100-85341276,85341546-85341705,85341819-85342106,85342329-85342441,85343073-85343208,85345094-85349659[+] FusedAt:315	chr6:46714460	chr15:84797869	Pac_85	PLA2G7|ENSG00000146070.12--ZNF592|ENSG00000166716.5	2
ZNF487	chr10	43971650	FOLR4	chr11	94039679	ZNF487--FOLR4	sim_adipose.fusion_transcripts	ZNF487|ENSG00000243660.5--FOLR4|ENSG00000183560.4 ZNF487|ENST00000431662.1--FOLR4|ENST00000328458.4 chr10:43932282-43932383,43971169-43971295,43971555-43971650[+] chr11:94039679-94039888,94040331-94040466,94040590-94040707[+] FusedAt:325	chr10:43476202	chr11:94306513	Pac_85	ZNF487|ENSG00000243660.5--FOLR4|ENSG00000183560.4	2
RIMBP2	chr12	130941041	FBLN1	chr22	45929641	RIMBP2--FBLN1	sim_colon.fusion_transcripts	RIMBP2|ENSG00000060709.9--FBLN1|ENSG00000077942.13 RIMBP2|ENST00000536002.1--FBLN1|ENST00000451475.1 chr12:131200826-131200767,131113001-131112867,131002462-131002373,130991315-130991193,130963561-130963457,130956883-130956295,130955288-130955238,130941245-130941041[-] chr22:45929641-45929778[+] FusedAt:1358	chr12:130456496	chr22:45533761	Pac_85	RIMBP2|ENSG00000060709.9--FBLN1|ENSG00000077942.13	2
ARV1	chr1	231131730	EGR4	chr2	73519909	ARV1--EGR4	sim_adipose.fusion_transcripts	ARV1|ENSG00000173409.9--EGR4|ENSG00000135625.6 ARV1|ENST00000310256.2--EGR4|ENST00000436467.2 chr1:231114795-231115025,231124066-231124185,231125856-231126009,231131506-231131730[+] chr2:73519909-73518062[-] FusedAt:730	chr1:230995984	chr2:73292781	Pac_85	ARV1|ENSG00000173409.9--EGR4|ENSG00000135625.6	2
IL1RL2	chr2	102835542	XRCC2	chr7	152357867	IL1RL2--XRCC2	sim_colon.fusion_transcripts	IL1RL2|ENSG00000115598.5--XRCC2|ENSG00000196584.2 IL1RL2|ENST00000441515.2--XRCC2|ENST00000359321.1 chr2:102803466-102803542,102804316-102804385,102818016-102818175,102828563-102828634,102835413-102835542[+] chr7:152357867-152357786,152346448-152343589[-] FusedAt:509	chr2:102219082	chr7:152660782	Pac_85	IL1RL2|ENSG00000115598.5--XRCC2|ENSG00000196584.2	2
RFX4	chr12	107113832	CYTH1	chr17	76696525	RFX4--CYTH1	sim_heart.fusion_transcripts	RFX4|ENSG00000111783.8--CYTH1|ENSG00000108669.12 RFX4|ENST00000229387.5--CYTH1|ENST00000586043.1 chr12:107078474-107078686,107080662-107080875,107083065-107083142,107090061-107090224,107103108-107103208,107105231-107105289,107109178-107109322,107113738-107113832[+] chr17:76696525-76696413[-] FusedAt:1069	chr12:106720054	chr17:78700443	Pac_85	RFX4|ENSG00000111783.8--CYTH1|ENSG00000108669.12	2
HAMP	chr19	35775751	LY6G5C	chr6	31644897	HAMP--LY6G5C	sim_heart.fusion_transcripts	HAMP|ENSG00000105697.3--LY6G5C|ENSG00000204428.8 HAMP|ENST00000222304.3--LY6G5C|ENST00000375858.3 chr19:35773249-35773570,35775692-35775751[+] chr6:31644897-31644461[-] FusedAt:382	chr19:35284848	chr6:31677120	Pac_85	HAMP|ENSG00000105697.3--LY6G5C|ENSG00000204428.8	2
PRDX4	chrX	23689763	CDADC1	chr13	49833622	PRDX4--CDADC1	sim_testis.fusion_transcripts	PRDX4|ENSG00000123131.8--CDADC1|ENSG00000102543.10 PRDX4|ENST00000379349.1--CDADC1|ENST00000484126.1 chrX:23682379-23682835,23689646-23689763[+] chr13:49833622-49833659,49840015-49840139,49841626-49841793[+] FusedAt:575	chrX:23671646	chr13:49259486	Pac_85	PRDX4|ENSG00000123131.8--CDADC1|ENSG00000102543.10	2
PTCH1	chr9	98242672	DEFB123	chr20	30037832	PTCH1--DEFB123	sim_colon.fusion_transcripts	PTCH1|ENSG00000185920.11--DEFB123|ENSG00000180424.6 PTCH1|ENST00000553011.1--DEFB123|ENST00000376309.3 chr9:98269481-98269219,98268881-98268689,98248156-98247967,98244485-98244416,98244322-98244231,98242870-98242672[-] chr20:30037832-30038060[+] FusedAt:1007	chr9:95480390	chr20:31450029	Pac_85	PTCH1|ENSG00000185920.11--DEFB123|ENSG00000180424.6	2
NMUR2	chr5	151775020	PYCARD	chr16	31213162	NMUR2--PYCARD	sim_testis.fusion_transcripts	NMUR2|ENSG00000132911.4--PYCARD|ENSG00000103490.13 NMUR2|ENST00000255262.3--PYCARD|ENST00000350605.4 chr5:151784840-151783949,151777705-151777621,151775145-151775020[-] chr16:31213162-31212807[-] FusedAt:1103	chr5:152395459	chr16:31201841	Pac_85	NMUR2|ENSG00000132911.4--PYCARD|ENSG00000103490.13	2
TMEM132A	chr11	60703488	C8orf44	chr8	67591956	TMEM132A--C8orf44	sim_brain.fusion_transcripts	TMEM132A|ENSG00000006118.10--C8orf44|ENSG00000213865.3 TMEM132A|ENST00000535480.1--C8orf44|ENST00000519561.1 chr11:60702790-60702915,60703336-60703488[+] chr8:67591956-67593393[+] FusedAt:279	chr11:60936016	chr8:66679721	Pac_85	TMEM132A|ENSG00000006118.10--C8orf44|ENSG00000213865.3	2
UGT2B11	chr4	70071198	EP300	chr22	41566410	UGT2B11--EP300	sim_colon.fusion_transcripts	UGT2B11|ENSG00000213759.4--EP300|ENSG00000100393.9 UGT2B11|ENST00000446444.1--EP300|ENST00000263253.7 chr4:70080449-70079720,70078439-70078291,70074200-70074069,70071285-70071198[-] chr22:41566410-41566575,41568503-41568667,41569627-41569788,41572251-41572532,41572777-41576081[+] FusedAt:1099	chr4:69205480	chr22:41170406	Pac_85	UGT2B11|ENSG00000213759.4--EP300|ENSG00000100393.9	2
POU4F1	chr13	79177339	PFDN6	chr6	33258103	POU4F1--PFDN6	sim_testis.fusion_transcripts	POU4F1|ENSG00000152192.6--PFDN6|ENSG00000204220.5 POU4F1|ENST00000377208.5--PFDN6|ENST00000463584.1 chr13:79177673-79177339[-] chr6:33258103-33258227,33264606-33266178[+] FusedAt:335	chr13:78603204	chr6:33290326	Pac_85	POU4F1|ENSG00000152192.6--PFDN6|ENSG00000204220.5	2
DMRTC1	chrX	72095107	STARD3NL	chr7	38253958	DMRTC1--STARD3NL	sim_brain.fusion_transcripts	DMRTC1|ENSG00000159123.10--STARD3NL|ENSG00000010270.9 DMRTC1|ENST00000373530.1--STARD3NL|ENST00000434197.1 chrX:72097698-72097556,72095622-72095465,72095165-72095107[-] chr7:38253958-38254035,38254629-38254706,38256789-38256906,38259166-38259261,38268400-38268472,38269524-38269980[+] FusedAt:360	chrX:72875273	chr7:38214357	Pac_85	DMRTC1|ENSG00000159123.10--STARD3NL|ENSG00000010270.9	2
CPS1	chr2	211540564	TMEM134	chr11	67232571	CPS1--TMEM134	sim_adipose.fusion_transcripts	CPS1|ENSG00000021826.10--TMEM134|ENSG00000172663.4 CPS1|ENST00000233072.5--TMEM134|ENST00000308022.2 chr2:211421262-211421583,211438022-211438131,211441070-211441214,211442145-211442234,211444438-211444494,211447341-211447433,211452782-211452871,211454830-211454958,211455524-211455630,211456555-211456693,211457603-211457680,211459232-211459330,211460211-211460306,211464096-211464285,211465279-211465436,211466926-211467054,211469826-211469970,211471455-211471665,211473085-211473283,211476841-211477017,211481147-211481265,211502426-211502567,211503874-211503939,211504720-211504783,211507208-211507389,211512587-211512781,211513197-211513264,211515087-211515162,211518749-211518826,211521249-211521356,211523323-211523412,211525209-211525379,211527847-211527921,211532910-211533008,211539626-211539685,211540452-211540564[+] chr11:67232571-67232527,67232327-67232274,67232167-67231908[-] FusedAt:4470	chr2:210675840	chr11:67465100	Pac_85	CPS1|ENSG00000021826.10--TMEM134|ENSG00000172663.4	2
PPP1R15B	chr1	204378620	RSPO3	chr6	127469793	PPP1R15B--RSPO3	sim_testis.fusion_transcripts	PPP1R15B|ENSG00000158615.8--RSPO3|ENSG00000146374.9 PPP1R15B|ENST00000367188.4--RSPO3|ENST00000368317.3 chr1:204380919-204378620[-] chr6:127469793-127469984,127471571-127471717,127476386-127476583,127516968-127517128,127518571-127518910[+] FusedAt:2300	chr1:204409492	chr6:127148648	Pac_85	PPP1R15B|ENSG00000158615.8--RSPO3|ENSG00000146374.9	2
TULP4	chr6	158735300	NLRP10	chr11	7982869	TULP4--NLRP10	sim_heart.fusion_transcripts	TULP4|ENSG00000130338.8--NLRP10|ENSG00000182261.3 TULP4|ENST00000367094.2--NLRP10|ENST00000328600.2 chr6:158733692-158735300[+] chr11:7982869-7980971[-] FusedAt:1609	chr6:158314268	chr11:7961322	Pac_85	TULP4|ENSG00000130338.8--NLRP10|ENSG00000182261.3	2
SEC24B	chr4	110355158	SERPINB2	chr18	61568974	SEC24B--SERPINB2	sim_brain.fusion_transcripts	SEC24B|ENSG00000138802.7--SERPINB2|ENSG00000197632.4 SEC24B|ENST00000504968.2--SERPINB2|ENST00000457692.1 chr4:110354928-110355158[+] chr18:61568974-61569116,61569638-61569802,61570135-61571113[+] FusedAt:231	chr4:109434002	chr18:63901740	Pac_85	SEC24B|ENSG00000138802.7--SERPINB2|ENSG00000197632.4	2
ITGB3	chr17	45385003	UBASH3A	chr21	43838510	ITGB3--UBASH3A	sim_testis.fusion_transcripts	ITGB3|ENSG00000259207.3--UBASH3A|ENSG00000160185.9 ITGB3|ENST00000435993.2--UBASH3A|ENST00000319294.6 chr17:45331263-45331306,45351785-45351870,45360720-45360915,45361809-45362061,45363626-45363788,45364436-45364597,45367047-45367142,45367551-45367640,45368320-45368454,45369505-45369934,45376674-45376896,45377844-45377944,45380087-45380206,45384837-45385003[+] chr21:43838510-43838718,43846806-43846929,43852212-43852311,43854942-43855064,43857598-43857690,43862562-43862706,43863422-43863528,43864644-43864753,43867167-43867791[+] FusedAt:2266	chr17:47307637	chr21:42418401	Pac_85	ITGB3|ENSG00000259207.3--UBASH3A|ENSG00000160185.9	2
WISP1	chr8	134225386	KMT2A	chr11	118359329	WISP1--KMT2A	sim_heart.fusion_transcripts	WISP1|ENSG00000104415.9--KMT2A|ENSG00000118058.16 WISP1|ENST00000517423.1--KMT2A|ENST00000392873.3 chr8:134203327-134203456,134225107-134225386[+] chr11:118359329-118359475,118360507-118360602,118360844-118360964,118361911-118362024,118362459-118362610[+] FusedAt:410	chr8:133213143	chr11:118488614	Pac_85	WISP1|ENSG00000104415.9--KMT2A|ENSG00000118058.16	2
AC007040.11	chr2	71220826	CHRNB1	chr17	7359902	AC007040.11--CHRNB1	sim_heart.fusion_transcripts	AC007040.11|ENSG00000258881.2--CHRNB1|ENSG00000170175.6 AC007040.11|ENST00000453130.1--CHRNB1|ENST00000306071.2 chr2:71221879-71221818,71220905-71220826[-] chr17:7359902-7361026[+] FusedAt:142	chr2:70993696	chr17:7456583	Pac_85	AC007040.11|ENSG00000258881.2--CHRNB1|ENSG00000170175.6	2
UMOD	chr16	20348613	VAX2	chr2	71148228	UMOD--VAX2	sim_adipose.fusion_transcripts	UMOD|ENSG00000169344.11--VAX2|ENSG00000116035.2 UMOD|ENST00000396138.4--VAX2|ENST00000234392.2 chr16:20364122-20364011,20362161-20361972,20360534-20359758,20359652-20359545,20357656-20357448,20355494-20355346,20352658-20352413,20348775-20348613[-] chr2:71148228-71148415,71159897-71160576[+] FusedAt:1954	chr16:20337291	chr2:70921098	Pac_85	UMOD|ENSG00000169344.11--VAX2|ENSG00000116035.2	2
KCNB1	chr20	48098451	VPS18	chr15	41194814	KCNB1--VPS18	sim_brain.fusion_transcripts	KCNB1|ENSG00000158445.7--VPS18|ENSG00000104142.6 KCNB1|ENST00000371741.4--VPS18|ENST00000220509.5 chr20:48099184-48098451[-] chr15:41194814-41196173[+] FusedAt:734	chr20:49481914	chr15:40902616	Pac_85	KCNB1|ENSG00000158445.7--VPS18|ENSG00000104142.6	2
NTN1	chr17	9083273	UBE2E2	chr3	23258753	NTN1--UBE2E2	sim_brain.fusion_transcripts	NTN1|ENSG00000065320.4--UBE2E2|ENSG00000182247.5 NTN1|ENST00000546090.1--UBE2E2|ENST00000396703.1 chr17:8925620-8926708,9066130-9066318,9083124-9083273[+] chr3:23258753-23258803,23541099-23541231,23574045-23574192,23631225-23633284[+] FusedAt:1428	chr17:9179956	chr3:23217262	Pac_85	NTN1|ENSG00000065320.4--UBE2E2|ENSG00000182247.5	2
TAS1R2	chr1	19180707	NXPH1	chr7	8790638	TAS1R2--NXPH1	sim_colon.fusion_transcripts	TAS1R2|ENSG00000179002.5--NXPH1|ENSG00000122584.8 TAS1R2|ENST00000375371.3--NXPH1|ENST00000438764.1 chr1:19186176-19185973,19184125-19183825,19181480-19180707[-] chr7:8790638-8791001[+] FusedAt:1279	chr1:18854213	chr7:8751008	Pac_85	TAS1R2|ENSG00000179002.5--NXPH1|ENSG00000122584.8	2
CDCA7	chr2	174224219	ABCC4	chr13	95830047	CDCA7--ABCC4	sim_heart.fusion_transcripts	CDCA7|ENSG00000144354.9--ABCC4|ENSG00000125257.9 CDCA7|ENST00000306721.3--ABCC4|ENST00000376887.4 chr2:174219589-174219712,174223440-174223565,174223983-174224219[+] chr13:95830047-95829961,95822882-95822786,95818621-95818412,95816772-95816632,95815901-95815864,95815470-95815376,95813589-95813443,95768255-95768176,95735544-95735394,95727805-95727686,95726578-95726468,95725558-95725458,95724107-95723916,95715113-95714958,95705438-95705349,95696692-95696520,95696041-95695936,95686993-95686859,95673936-95672085[-] FusedAt:487	chr2:173359491	chr13:95177793	Pac_85	CDCA7|ENSG00000144354.9--ABCC4|ENSG00000125257.9	2
SMR3A	chr4	71227886	CDC42EP2	chr11	65088015	SMR3A--CDC42EP2	sim_colon.fusion_transcripts	SMR3A|ENSG00000109208.4--CDC42EP2|ENSG00000149798.3 SMR3A|ENST00000226460.4--CDC42EP2|ENST00000533419.1 chr4:71226478-71226559,71227819-71227886[+] chr11:65088015-65089092[+] FusedAt:150	chr4:70362169	chr11:65320544	Pac_85	SMR3A|ENSG00000109208.4--CDC42EP2|ENSG00000149798.3	2
SPTBN2	chr11	66466110	CLSTN1	chr1	9804063	SPTBN2--CLSTN1	sim_adipose.fusion_transcripts	SPTBN2|ENSG00000173898.7--CLSTN1|ENSG00000171603.12 SPTBN2|ENST00000529997.1--CLSTN1|ENST00000435891.1 chr11:66488711-66488555,66483452-66483301,66482866-66482693,66481878-66481787,66481642-66481562,66481217-66481102,66478500-66478388,66478240-66478053,66476490-66476373,66475770-66475612,66475289-66474987,66473308-66473155,66472939-66472069,66469192-66469055,66468753-66467997,66467079-66466877,66466553-66466463,66466256-66466110[-] chr1:9804063-9803942,9801314-9801152,9796100-9795943,9795673-9795525,9795232-9795006,9794200-9794030,9793604-9793459,9791954-9791819,9791448-9791264,9790763-9789086[-] FusedAt:4014	chr11:66698639	chr1:9744005	Pac_85	SPTBN2|ENSG00000173898.7--CLSTN1|ENSG00000171603.12	2
COX8A	chr11	63742266	SIX5	chr19	46269369	COX8A--SIX5	sim_colon.fusion_transcripts	COX8A|ENSG00000176340.3--SIX5|ENSG00000177045.6 COX8A|ENST00000314133.3--SIX5|ENST00000560160.1 chr11:63742079-63742266[+] chr19:46269369-46268147[-] FusedAt:188	chr11:63974794	chr19:45766111	Pac_85	COX8A|ENSG00000176340.3--SIX5|ENSG00000177045.6	2
LAMC3	chr9	133942592	CCDC146	chr7	76908254	LAMC3--CCDC146	sim_adipose.fusion_transcripts	LAMC3|ENSG00000050555.13--CCDC146|ENSG00000135205.10 LAMC3|ENST00000361069.4--CCDC146|ENST00000285871.4 chr9:133884469-133884974,133901672-133901976,133907432-133907562,133911553-133911719,133914251-133914439,133914518-133914635,133917024-133917122,133920911-133921047,133924407-133924517,133927878-133928070,133928237-133928352,133932316-133932534,133936422-133936610,133942347-133942592[+] chr7:76908254-76908418,76909746-76909970,76911874-76912102,76916115-76916243,76916757-76916894,76922269-76922517,76923980-76924521[+] FusedAt:2726	chr9:131067205	chr7:77278937	Pac_85	LAMC3|ENSG00000050555.13--CCDC146|ENSG00000135205.10	2
ZNF438	chr10	31165927	SPESP1	chr15	69237938	ZNF438--SPESP1	sim_brain.fusion_transcripts	ZNF438|ENSG00000183621.11--SPESP1|ENSG00000258484.3 ZNF438|ENST00000361310.3--SPESP1|ENST00000310673.3 chr10:31273355-31273298,31230580-31230504,31199369-31199289,31197944-31197862,31165994-31165927[-] chr15:69237938-69239150[+] FusedAt:367	chr10:30876998	chr15:68945599	Pac_85	ZNF438|ENSG00000183621.11--SPESP1|ENSG00000258484.3	2
PCBP2	chr12	53848653	SYT17	chr16	19194850	PCBP2--SYT17	sim_adipose.fusion_transcripts	PCBP2|ENSG00000197111.11--SYT17|ENSG00000103528.12 PCBP2|ENST00000551104.1--SYT17|ENST00000566261.1 chr12:53846628-53846759,53848510-53848653[+] chr16:19194850-19194981[+] FusedAt:276	chr12:53454869	chr16:19183528	Pac_85	PCBP2|ENSG00000197111.11--SYT17|ENSG00000103528.12	2
POLG	chr15	89863997	PPBP	chr4	74853091	POLG--PPBP	sim_testis.fusion_transcripts	POLG|ENSG00000140521.7--PPBP|ENSG00000163736.3 POLG|ENST00000268124.5--PPBP|ENST00000296028.3 chr15:89878078-89877904,89877144-89876327,89873507-89873312,89872341-89872174,89872062-89871916,89871766-89871687,89870580-89870398,89870294-89870143,89869969-89869843,89868917-89868681,89867458-89867338,89867132-89867046,89866742-89866635,89866133-89865973,89865246-89865193,89865084-89864967,89864491-89864356,89864243-89863997[-] chr4:74853091-74852755[-] FusedAt:3315	chr15:89320766	chr4:73987374	Pac_85	POLG|ENSG00000140521.7--PPBP|ENSG00000163736.3	2
PLIN1	chr15	90216441	RRP9	chr3	51968567	PLIN1--RRP9	sim_adipose.fusion_transcripts	PLIN1|ENSG00000166819.7--RRP9|ENSG00000114767.6 PLIN1|ENST00000300055.5--RRP9|ENST00000232888.6 chr15:90222633-90222482,90220734-90220676,90216645-90216441[-] chr3:51968567-51968488,51967797-51967724,51967615-51967446[-] FusedAt:416	chr15:89673210	chr3:51934551	Pac_85	PLIN1|ENSG00000166819.7--RRP9|ENSG00000114767.6	2
AMOT	chrX	112048175	CTRB1	chr16	75257039	AMOT--CTRB1	sim_adipose.fusion_transcripts	AMOT|ENSG00000126016.9--CTRB1|ENSG00000168925.6 AMOT|ENST00000371958.1--CTRB1|ENST00000495583.1 chrX:112065812-112065483,112059105-112058586,112054621-112054477,112053214-112053122,112048320-112048175[-] chr16:75257039-75257117,75257346-75257505[+] FusedAt:1234	chrX:112804947	chr16:75223141	Pac_85	AMOT|ENSG00000126016.9--CTRB1|ENSG00000168925.6	2
SLFN12L	chr17	33814745	ZXDC	chr3	126178580	SLFN12L--ZXDC	sim_colon.fusion_transcripts	SLFN12L|ENSG00000205045.4--ZXDC|ENSG00000070476.10 SLFN12L|ENST00000260908.7--ZXDC|ENST00000389709.3 chr17:33814876-33814745[-] chr3:126178580-126178496,126160789-126160608,126158570-126158475,126157304-126156444[-] FusedAt:132	chr17:35487726	chr3:126459737	Pac_85	SLFN12L|ENSG00000205045.4--ZXDC|ENSG00000070476.10	2
FERMT3	chr11	63990661	GRPR	chrX	16168428	FERMT3--GRPR	sim_testis.fusion_transcripts	FERMT3|ENSG00000149781.8--GRPR|ENSG00000126010.5 FERMT3|ENST00000545896.1--GRPR|ENST00000380289.2 chr11:63987909-63988141,63990520-63990661[+] chrX:16168428-16168779,16170379-16171144[+] FusedAt:375	chr11:64223189	chrX:16150305	Pac_85	FERMT3|ENSG00000149781.8--GRPR|ENSG00000126010.5	2
TXNIP	chr1	145439665	TYW1B	chr7	72281251	TXNIP--TYW1B	sim_adipose.fusion_transcripts	TXNIP|ENSG00000117289.7--TYW1B|ENSG00000254184.3 TXNIP|ENST00000425134.1--TYW1B|ENST00000438904.2 chr1:145439306-145439665[+] chr7:72281251-72281057,72277949-72277659,72267537-72267415,72242544-72242427,72209578-72209460,72193899-72193846[-] FusedAt:360	chr1:145995402	chr7:72810665	Pac_85	TXNIP|ENSG00000117289.7--TYW1B|ENSG00000254184.3	2
MZT1	chr13	73301662	NPIPA2	chr16	14857465	MZT1--NPIPA2	sim_testis.fusion_transcripts	MZT1|ENSG00000204899.5--NPIPA2|ENSG00000254852.4 MZT1|ENST00000377818.3--NPIPA2|ENST00000553201.1 chr13:73301825-73301662[-] chr16:14857465-14857500,14858860-14859270[+] FusedAt:164	chr13:72727524	chr16:14763608	Pac_85	MZT1|ENSG00000204899.5--NPIPA2|ENSG00000254852.4	2
UGT1A8	chr2	234676582	CRABP1	chr15	78633385	UGT1A8--CRABP1	sim_brain.fusion_transcripts	UGT1A8|ENSG00000242366.2--CRABP1|ENSG00000166426.7 UGT1A8|ENST00000305208.5--CRABP1|ENST00000406419.1 chr2:234668894-234669797,234675680-234675811,234676495-234676582[+] chr15:78633385-78633678,78635841-78635954,78640269-78640420[+] FusedAt:1124	chr2:233767936	chr15:78341043	Pac_85	UGT1A8|ENSG00000242366.2--CRABP1|ENSG00000166426.7	2
IFIT3	chr10	91087835	ALPL	chr1	21889603	IFIT3--ALPL	sim_testis.fusion_transcripts	IFIT3|ENSG00000119917.9--ALPL|ENSG00000162551.9 IFIT3|ENST00000371818.4--ALPL|ENST00000374840.3 chr10:91087651-91087835[+] chr1:21889603-21889777,21890534-21890709,21894597-21894740,21896798-21896867,21900158-21900292,21902226-21902417,21903015-21903134,21903876-21904905[+] FusedAt:185	chr10:89328078	chr1:21563110	Pac_85	IFIT3|ENSG00000119917.9--ALPL|ENSG00000162551.9	2
THG1L	chr5	157158639	DOK4	chr16	57509532	THG1L--DOK4	sim_testis.fusion_transcripts	THG1L|ENSG00000113272.9--DOK4|ENSG00000125170.6 THG1L|ENST00000231198.7--DOK4|ENST00000569250.1 chr5:157158205-157158639[+] chr16:57509532-57509418,57509131-57509055[-] FusedAt:435	chr5:157731631	chr16:57475620	Pac_85	THG1L|ENSG00000113272.9--DOK4|ENSG00000125170.6	2
RCBTB1	chr13	50129651	NUP214	chr9	134003719	RCBTB1--NUP214	sim_testis.fusion_transcripts	RCBTB1|ENSG00000136144.7--NUP214|ENSG00000126883.12 RCBTB1|ENST00000546015.1--NUP214|ENST00000531584.1 chr13:50159714-50159580,50154720-50154641,50141456-50141290,50140904-50140754,50134220-50134054,50129809-50129651[-] chr9:134003719-134003870,134004666-134004698[+] FusedAt:859	chr13:49555515	chr9:131128332	Pac_85	RCBTB1|ENSG00000136144.7--NUP214|ENSG00000126883.12	2
STX16	chr20	57227143	ACSBG2	chr19	6151718	STX16--ACSBG2	sim_heart.fusion_transcripts	STX16|ENSG00000124222.17--ACSBG2|ENSG00000130377.9 STX16|ENST00000371132.4--ACSBG2|ENST00000587617.1 chr20:57226661-57227143[+] chr19:6151718-6151806,6161226-6161306,6165877-6166003[+] FusedAt:483	chr20:58652087	chr19:6151707	Pac_85	STX16|ENSG00000124222.17--ACSBG2|ENSG00000130377.9	2
AC096582.1	chr7	45905635	RAPSN	chr11	47459598	AC096582.1--RAPSN	sim_testis.fusion_transcripts	AC096582.1|ENSG00000267988.1--RAPSN|ENSG00000165917.5 AC096582.1|ENST00000596600.1--RAPSN|ENST00000524487.1 chr7:45906045-45905635[-] chr11:47459598-47459316[-] FusedAt:411	chr7:45866036	chr11:47438047	Pac_85	AC096582.1|ENSG00000267988.1--RAPSN|ENSG00000165917.5	2
COX7B	chrX	77155090	DRD3	chr3	113866404	COX7B--DRD3	sim_colon.fusion_transcripts	COX7B|ENSG00000131174.4--DRD3|ENSG00000151577.8 COX7B|ENST00000481445.1--DRD3|ENST00000295881.7 chrX:77154935-77155090[+] chr3:113866404-113866262,113858543-113858347,113850247-113850112,113850012-113849965,113847759-113847557[-] FusedAt:156	chrX:77899593	chr3:114147557	Pac_85	COX7B|ENSG00000131174.4--DRD3|ENSG00000151577.8	2
